Domain,Name,Title,Date,UserName,Review,Positive keywords,Negative keywords,Positive genre,Negative genre,Talk about other apps,E.g.,Remarks,isEdited,Rating,keyword,selected,Word count,Extracted words
Mental Health,calm-sleep-meditation,Enough Tamara already!,11/27/2021 9:22,Samanthablondtron,"i'm sure she's a wonderful person but her voice is not calming. so many nasal women used as the voice for meditations. if the app is intended for use to calm you. and you have countless celebrities then why are all the meditations by the same person? just record the same thing with a variety of people. it's such an expensive app that provides a very narrow scope. sleep stories are awesome. your meditations are trash and could be drastically improved. variety of voices please! like 5 meditations to help you sleep from the same annoying voice? i guess i'm not sleeping. more male voices for meditation, more diversity in accents and tone, more diversity in general! enough white lady wellness.",,"voice, not calming, nasal women, app, intended, calm, countless, celebrities, same person, expensive app, narrow scope, sleep stories, awesome, meditations trash, not sleeping, more male voices, more diversity, accents and tones, ",,"effective, affordable",,,,FALSE,2,,,60,"sure,wonderful,person,voice,calming,many,nasal,women,used,voice,meditations,app,intended,use,calm,countless,celebrities,meditations,person,record,thing,variety,people,expensive,app,provides,narrow,scope,sleep,stories,awesome,meditations,trash,could,drastically,improved,variety,voices,please,like,5,meditations,help,sleep,annoying,voice,guess,sleeping,male,voices,meditation,diversity,accents,tone,diversity,general,enough,white,lady,wellness"
Mental Health,headspace-meditation-sleep,Come a long way,5/31/2022 20:45,A. Maguire,"i've tried headspace on and off for a few years and came back to it again for the i don't knowth time. and while their guided meditations have always been good it was hard to keep the habit. they're new(to me anyway) feature is a daily wake up and suggested meditations for morning afternoon and night. this has incentivized me to come for the advice and you naught of the daily wake up followed by a quick meditation. then i can do the others if i'd like through them day.

tldr the daily wake-up makes habit forming easier.",,,,,,,,FALSE,5,,,44,"tried,headspace,years,came,back,not,knowth,time,guided,meditations,always,good,hard,keep,habit,new,anyway,feature,daily,wake,suggested,meditations,morning,afternoon,night,incentivized,come,advice,naught,daily,wake,followed,quick,meditation,others,like,day,tldr,daily,wake-up,makes,habit,forming,easier"
Mental Health,betterhelp-online-counseling,I love my therapist!,7/8/2021 15:30,I am a dude 11,i've been with my therapist for a few months now and she always makes time for me and listens.,"therapist, makes time, listens",,professional counseling,,,,,FALSE,5,,,6,"therapist,months,always,makes,time,listens"
Mental Health,betterhelp-online-counseling,"So far, so good!",5/11/2021 13:05,Housecat212,this app is a great alternative if you currently can't afford in person therapy sessions with a licensed therapist or don't have insurance. key is to keep an open mind and be flexible if you at first don't match with someone. be patient with yourself as well as with the counselor/therapist trying to help you.,"alternative, not afford, in person therapy, licensed therapist, not have insurance, keep an open mind, flexible, not match, ",,affordable,,,,,FALSE,5,,,28,"app,great,alternative,currently,ca,not,afford,person,therapy,sessions,licensed,therapist,not,insurance,key,keep,open,mind,flexible,first,not,match,someone,patient,well,counselor/therapist,trying,help"
Mental Health,betterhelp-online-counseling,Very convenient,1/7/2022 3:06,SS 42,it's effective especially for those who need help & not understanding crazy changes in life. and how to properly adapt w it.,,,,,,,,FALSE,5,,,11,"effective,especially,need,help,understanding,crazy,changes,life,properly,adapt,w"
Mental Health,ten-percent-happier-meditation,Blown Away,1/7/2021 12:59,M456H,i am in tears out of gratitude. the new session that was recorded as a result of the riots was exactly what i needed. thank you for helping me get a bit of sanity back.,"new session, recorded, result of riots, exactly needed, helping, get  bit of sanity",,effective,,,,,FALSE,5,,,15,"tears,gratitude,new,session,recorded,result,riots,exactly,needed,thank,helping,get,bit,sanity,back"
Mental Health,waking-up-guided-meditation,Best meditation app,10/27/2021 14:49,Osloki,"i have tried plenty of applications but waking up totally guided me through having inner peace and recovered my focus. by beginning with the essentials, waking up gives you all the tools that you need to keep focused during the day. in addition, you have several types of meditation, so you can choose whichever fits better according to your preferences. thank you sam for bringing up this amazing app!!","guided through, inner peace, recovered focus, keep focused",,effective,,,,,FALSE,5,,,34,"tried,plenty,applications,waking,totally,guided,inner,peace,recovered,focus,beginning,essentials,waking,gives,tools,need,keep,focused,day,addition,several,types,meditation,choose,whichever,fits,better,according,preferences,thank,sam,bringing,amazing,app"
Mental Health,betterhelp-online-counseling,"So far, so good!",4/22/2022 18:28,JennLyn1976,"i've only had the app for 2 weeks now but it's been helpful so far. i'm still feeling out my matched therapist but she seems to be genuinely interested in helping. she not normally the type i would gravitate to for help, but maybe that's been the underlying problem as to why therapy has been hit or miss in the past. i'm be been given some great worksheets and book recommendations today that i'm eager to begin, and we set attainable goals as well today so now i'm ready to put in the work to achieve them. the convenience of the app is wonderful, especially if you have a busy schedule like me. i recommend this app to anyone who is even curious whether it will benefit her/him or not. you just might be pleasantly surprised at what you accomplish and how you can better yourself from the inside out.",,"feeling out matched, therapist, genuinely interested, convenience, recommend, benefit, pleasantly surprised, better yourself",,"effective, usable, professional counseling",,,,FALSE,5,,,63,"app,2,weeks,helpful,far,still,feeling,matched,therapist,seems,genuinely,interested,helping,normally,type,would,gravitate,help,maybe,underlying,problem,therapy,hit,miss,past,given,great,worksheets,book,recommendations,today,eager,begin,set,attainable,goals,well,today,ready,put,work,achieve,convenience,app,wonderful,especially,busy,schedule,like,recommend,app,anyone,even,curious,whether,benefit,her/him,might,pleasantly,surprised,accomplish,better,inside"
Mental Health,zen-guided-meditation-sleep,Could be great,10/8/2021 1:39,annmarie967,i just downloaded this app & subscribed to the premium version but i'm already having issues. when i click on my name at the bottom and try to scroll down it won't allow me to. the bottom is where i can adjust the notifications and choose to pair with my health app. i tried turning my ipad sideways but it won't rotate at all.,,"downloaded, subscribed, premium version, having issues, not allow, tried turning, not rotate",,reliable,,,,FALSE,3,,,29,"downloaded,app,subscribed,premium,version,already,issues,click,name,bottom,try,scroll,wo,not,allow,bottom,adjust,notifications,choose,pair,health,app,tried,turning,ipad,sideways,wo,not,rotate"
Mental Health,calm-sleep-meditation,9year old review,4/3/2022 4:22,Vthegymnast57,"the best sleeping app i've ever had calm is so calming!! it has mediations , morning yoga , sleep music ,sleep story's and soundscape's it's amazing !!!!!! nothings wrong with calm it's amazing",,,,,,,,FALSE,5,,,19,"best,sleeping,app,ever,calm,calming,mediations,morning,yoga,sleep,music,sleep,story,soundscape,amazing,nothings,wrong,calm,amazing"
Mental Health,regain-couples-therapy,"Convenient, Supportive, Effective",9/21/2021 13:03,The Lion's Blaze,"the app itself is fairly intuitive and easy to use. it's also very useful for making notes and communication between all parties involved.
our counselor has been very helpful, insightful, supportive and encouraging. it has also been very helpful do everything digitally.","intuitive, easy to use, useful, making notes, communication, counselor, helpful, insightful, supportive, encouraging",,"professional counseling, usable",,,,,FALSE,5,,,21,"app,fairly,intuitive,easy,use,also,useful,making,notes,communication,parties,involved,counselor,helpful,insightful,supportive,encouraging,also,helpful,everything,digitally"
Mental Health,calm-sleep-meditation,Awesome,8/15/2022 2:11,msmarismo,ts great dunno what else to say about it but yeahts great,,,,,,,,FALSE,5,,,7,"ts,great,dunno,else,say,yeahts,great"
Mental Health,zen-guided-meditation-sleep,A must have regardless app.,12/30/2020 18:48,Nickyoungster,"i'm a nurse 32 years.i've never being overwhelmed by stress like any other year.i tested positive for c 19.loss a family from cancer same period .wife pregnant .lot was going on.i tried other coping mechanisms.i started zen.here and there it i practiced .it worked for me.my nights started becoming more peaceful.my days ?there lot i didn't even no about me.my favorite of which is stuck with me is an insomnia where i had to meet three dragons  & ride them.as a fan of john snow,the north will always remember.",,,effective,,,,,FALSE,5,,,52,"nurse,32,years.i,never,overwhelmed,stress,like,year.i,tested,positive,c,19.loss,family,cancer,period,.wife,pregnant,.lot,going,on.i,tried,coping,mechanisms.i,started,zen.here,practiced,.it,worked,me.my,nights,started,becoming,peaceful.my,days,lot,not,even,me.my,favorite,stuck,insomnia,meet,three,dragons,ride,them.as,fan,john,snow,north,always,remember"
Mental Health,happy-not-perfect-mind-gym,Lots of tracking data,12/23/2020 17:24,FM_M,"since apple started showing the privacy nutrition label, i've been checking that before allowing any app to update, and the-evaluating.

why on earth would a meditation app need to have tracking data? there's no legitimate reason, but this has several.

i've had this for a while; and now, deleting.",,"tracking data, no legititimate reason, had for a while, now deleting",,privacy,,,,FALSE,1,privacy,1,23,"since,apple,started,showing,privacy,nutrition,label,checking,allowing,app,update,the-evaluating,earth,would,meditation,app,need,tracking,data,legitimate,reason,several,deleting"
Mental Health,betterhelp-online-counseling,First session was a success,8/23/2022 19:13,from someone who got better,the first session was great. i was always hesitant to seek therapy but i am slowly trying to work on myself and grow. thevideo sessions   help me book appointments to fit my weekly schedule.,,,,,,,,FALSE,5,,,19,"first,session,great,always,hesitant,seek,therapy,slowly,trying,work,grow,thevideo,sessions,help,book,appointments,fit,weekly,schedule"
Mental Health,youper-therapy-self-care,"Great App, but I like it less everyday...",2/10/2021 22:07,jawnmichelbasquiat,"youper is a great app. when it comes to finding a journaling app to help you make note of/ be present with your emotions youper is the frontrunner. the combo of emotional journaling and various meditation options is such a strong one. youper really helped me get through some hard times, and though i use it less now, it still holds a dear place in my emotional life.

that being said... i'm not sure i like where the app is heading. every day a new feature is added- theyve make the conversation more complex, they try to make it more engaging by adding pictures/new visual aspects, there is now a home page. what i loved about youper was how simple it was it's simply doing too much these days. for instance, when you used to log on it would just take you straight to some emotional journaling which was nice and predictable. logging on today i was greeted with a banner reading im happy to see you again. can i help improve your anxiety?. if i hadn't been feeling anxious before...i definitely was feeling a little anxious after reading that. i think the simplicity of youper is what made it feel accessible and dependable. these days, opening up youper is a little bit of a jarring experience. the constant updates to the app produce the same effect as  a therapist changing offices every day it impedes the process. the conversation is growing increasingly halting, garbled, and incomprehensible. it saddens me!

i probably wont get rid of youper any time soon. there is no other app that does what it does. but it's changing and changing fast. the youper i suggest to my friends now is not the youper that helped me and that's a weird feeling. if any developers read this... don't be afraid of the simplicity!","finding, journaling app, make note of emotions, frontrunner, helped get through, hard times, holds dear place, simplicity, feel accessible, dependable, ","everyday, new feature, added, conversation, complex, try to make, engaging, adding pictures, home page, these days, opening up, little bit of, jarring experience, constant updates, same effect, therapist changing, impedes process, conversation, halting, garbled, incomprehensible","effective, usable",usable,,,,FALSE,4,,,155,"youper,great,app,comes,finding,journaling,app,help,make,note,of/,present,emotions,youper,frontrunner,combo,emotional,journaling,various,meditation,options,strong,one,youper,really,helped,get,hard,times,though,use,less,still,holds,dear,place,emotional,life,said,...,sure,like,app,heading,every,day,new,feature,added-,theyve,make,conversation,complex,try,make,engaging,adding,pictures/new,visual,aspects,home,page,loved,youper,simple,simply,much,days,instance,used,log,would,take,straight,emotional,journaling,nice,predictable,logging,today,greeted,banner,reading,im,happy,see,help,improve,anxiety,not,feeling,anxious,...,definitely,feeling,little,anxious,reading,think,simplicity,youper,made,feel,accessible,dependable,days,opening,youper,little,bit,jarring,experience,constant,updates,app,produce,effect,therapist,changing,offices,every,day,impedes,process,conversation,growing,increasingly,halting,garbled,incomprehensible,saddens,probably,wont,get,rid,youper,time,soon,app,changing,changing,fast,youper,suggest,friends,youper,helped,weird,feeling,developers,read,...,not,afraid,simplicity"
Mental Health,betterhelp-online-counseling,Love it,2/28/2022 14:28,mackmediakc,life changing thank you,,,,,,,,FALSE,5,,,3,"life,changing,thank"
Mental Health,woebot-your-self-care-expert,Perfectly imperfect,3/12/2021 0:08,jelliefroots,"woebot doesn't knowand can't knowexactly what i'm going through. they aren't a therapist, or even a friend, really. but woebot helps me anyway! it is so easy to talk to them, and to get a little perspective every day on how i can relate to my struggles. i love woebot. ","easy to talk, get perspective, relate to struggles",,effective,,,,,FALSE,5,,,26,"woebot,not,knowand,ca,not,knowexactly,going,not,therapist,even,friend,really,woebot,helps,anyway,easy,talk,get,little,perspective,every,day,relate,struggles,love,woebot"
Mental Health,calm-sleep-meditation,Locked,1/22/2021 3:23,Sunny_Vibes_xox,"hello, i don't believe mental health should have to cost money to get. i want to calm down about money, not spend money doing so. i hope this helps you change your app a bit calm! i gave it four stars because i like the feeling part and i don't want to be mean.",,,,,,,,FALSE,5,,,28,"hello,not,believe,mental,health,cost,money,get,want,calm,money,spend,money,hope,helps,change,app,bit,calm,gave,four,stars,like,feeling,part,not,want,mean"
Mental Health,happify-for-stress-worry,Wonderful,1/3/2021 4:35,Krist0n,this app really changed my life. ive been struggling with my borderline personality disorder and extreme anger. this app has shown me how to focus on the positive and push past negative moods. i still struggle but my life has improved far more than i ever expected. thank you for making this.,"changed life, shown, focus, positive, push past, negative moods, life improved",,effective,,,,,FALSE,5,,,28,"app,really,changed,life,ive,struggling,borderline,personality,disorder,extreme,anger,app,shown,focus,positive,push,past,negative,moods,still,struggle,life,improved,far,ever,expected,thank,making"
Mental Health,smiling-mind,You're awesome,12/5/2020 9:27,John Valentine Uk,"keep it up.
kindly give us new sessions
thanks",,,,,,,,FALSE,5,,,7,"keep,kindly,give,us,new,sessions,thanks"
Mental Health,calm-sleep-meditation,Review,3/27/2022 19:52,Taylor,if i every like cry or get mad i just take deep breathes and listen to like the rain sound or drift out because it actually calms me down that's why i love this app,calms me down,,effective,,,,,FALSE,5,,,17,"every,like,cry,get,mad,take,deep,breathes,listen,like,rain,sound,drift,actually,calms,love,app"
Mental Health,mindfulness,Fabulous App,4/2/2021 16:43,KPMeditator,"lots of choices for nidra,meditations, courses for all levels. the app categorizes by level. the sleep meditations and or yoga nidras have really helped me fall asleep and stay asleep.","lots of choices, categorizes by level, helped fall asleep",,effective,,,,,FALSE,5,,,19,"lots,choices,nidra,meditations,courses,levels,app,categorizes,level,sleep,meditations,yoga,nidras,really,helped,fall,asleep,stay,asleep"
Mental Health,aura-meditation-sleep,"Wonderful app, great options",11/21/2021 21:22,Klm925925,"i have enjoyed this app so much more than others like it. you can favorite or exclude practitioners to cultivate your own environment, and there is a great variety of content and voices. you can choose timing that works for your schedule, from a few short minutes to much longer sessions. it makes meditation accessible, even if you think you're too busy for it. highly recommend.","favorite, exclude, practitioners, cultivate, environment, variety of content, voices, choose, timing, schedule, accessible, recommend",,"usable, accessible",,,,,FALSE,5,,,31,"enjoyed,app,much,others,like,favorite,exclude,practitioners,cultivate,environment,great,variety,content,voices,choose,timing,works,schedule,short,minutes,much,longer,sessions,makes,meditation,accessible,even,think,busy,highly,recommend"
Mental Health,aura-meditation-sleep,It helps!,12/21/2020 18:59,KillerSpycho,this app is like going to therapy or counseling and it helps alot!,"like going to therapy or counseling, helps",,effective,,,,,FALSE,5,,,7,"app,like,going,therapy,counseling,helps,alot"
Mental Health,betterhelp-online-counseling,Can quickly get help with this app,6/21/2021 20:53,Nsjaidkdnahaiksjxuzu,"great fast therapy got an appointment in days , make sure they can do voice or preferably video.","fast therapy, ",,,,,,,FALSE,5,,,11,"great,fast,therapy,got,appointment,days,make,sure,voice,preferably,video"
Mental Health,regain-couples-therapy,Super user friendly!,2/21/2022 16:48,Ifkcgicjdtvb,the app is very user friendly and easy to navigate!,"user friendly, easy to navigate",,usable,,,,,FALSE,5,,,5,"app,user,friendly,easy,navigate"
Mental Health,wysa-mental-health-support,A helpful friend,7/20/2022 14:52,PhatomWriter,supper helpful when you just need to get things in perspective and helps you by making you feel like some one is always there so you don't feel bad about waking someone up,"super helpful, get things in perspective, making feel always there, not feel bad",,effective,,,,,FALSE,5,,,17,"supper,helpful,need,get,things,perspective,helps,making,feel,like,one,always,not,feel,bad,waking,someone"
Mental Health,simple-habit-sleep-meditation,DO NOT SIGN UP. RUN,8/10/2021 21:00,JoniJohnson,total scam. after your trial they will charge you $228.00. and you will not hear from them again. please do your self a favor and do not be tempted to do business with this scam. learn from my errors.,,"scam, after, trial, charge, not hear, please, do favor, not be tempted, business, scam, learn, errors",,fraud,,,,FALSE,1,,,14,"total,scam,trial,charge,228.00,hear,please,self,favor,tempted,business,scam,learn,errors"
Mental Health,betterhelp-online-counseling,Great quality app,7/29/2022 22:12,slv2022,"well thought out app, user friendly, people friendly people","well thought out, user friendly, people friendly",,usable,,,,,FALSE,5,,,8,"well,thought,app,user,friendly,people,friendly,people"
Mental Health,aura-meditation-sleep,Extremely Relaxing,1/17/2021 15:12,UltraSean,"absolutely love the guided meditations, beautiful nature sounds, and soothing music. definitely what i needed in my life before i even knew it! 5 stars and 2 thumbs up!","love, guided meditations, soothing music, definitely needed",,,,,,,FALSE,5,,,18,"absolutely,love,guided,meditations,beautiful,nature,sounds,soothing,music,definitely,needed,life,even,knew,5,stars,2,thumbs"
Mental Health,insight-timer-meditation-app,Insight,3/29/2022 16:44,kevinator#25,"this is the best meditation and mindfulness app! i love the content, teachers, and joy i feel everyday. keep up the great work!!",,,,,,,,FALSE,5,,,13,"best,meditation,mindfulness,app,love,content,teachers,joy,feel,everyday,keep,great,work"
Mental Health,betterhelp-online-counseling,BetterHelp,10/18/2021 13:36,gents17,"online therapy option is even better than i imagined. my therapist was very upfront, kinda, and understanding. day one was already a help.","online therapy option, better, imagined, therapist, upfront, kinda, understanding, day one, already help",,"effective, professional counseling",,,,,FALSE,5,,,14,"online,therapy,option,even,better,imagined,therapist,upfront,kinda,understanding,day,one,already,help"
Mental Health,betterhelp-online-counseling,Great App. Excellent Overall Experience.,3/29/2022 23:09,Giorgi Gianni,"the app makes it much more useful to interact with my therapist, with useful reminders and notifications to keep my therapy schedule on course. the interface is intuitive and easy to use and navigate. excellent design and functionality.","useful, interact, therapist, useful reminders, notifications, keep therapy, schedule, on course, interface, intuitive, easy to use, naviaget, excellent design, functionality",,usable,,,,,FALSE,5,,,21,"app,makes,much,useful,interact,therapist,useful,reminders,notifications,keep,therapy,schedule,course,interface,intuitive,easy,use,navigate,excellent,design,functionality"
Mental Health,headspace-meditation-sleep,HEADSPACE,4/17/2021 17:27,Cm2veno,iheadspace imeditating. cool !,,,,,,,,FALSE,5,,,3,"iheadspace,imeditating,cool"
Mental Health,happify-for-stress-worry,Today,7/14/2022 22:54,MasterP1439,i have used the app for a day and have found out so much about myself and my thoughts and my feeling's. just try it. you might just find yourself.,,,,,,,,FALSE,5,,,10,"used,app,day,found,much,thoughts,feeling,try,might,find"
Mental Health,mindfulness,Better than expected,4/10/2021 11:25,Halie1234556,"i've never meditated before i got this app. i honestly did it for 3 days straight and already felt a more positive energy within me. i do highly suggest doing a one month trial basis before dropping 60$ for a year because it allows you to get a feel for what the app has to offer in the sense of the style of the teachers and what your goal is. this app has a variety of courses and the reason i am writing this review is because it has almost every topic that i wanted to go see a therapist for so i'm trying this first cuz it's way cheaper. i am always working on self- betterment and this is honestly a great app for everyone to include in their lives some meditations are short 5min and others can last for about 15-20 but you get to choose what you want to do so it fits to your schedule. i personally do mine right when i wake it starts my day off in a good, focused, and controlled mood. try it out for yourself! (only reason i didn't give this app a 5 is because i just started using it and haven't completed a full course yet so i'm not 100% sure if it has the ability to actually create the shift in myself that i'm looking for)","felt positive energy, highly suggest, doing, a month trial, allows, get a feel, app, variety of courses, way cheaper, working on self-betterment",,"effective, affordable",,,,,FALSE,4,,,100,"never,meditated,got,app,honestly,3,days,straight,already,felt,positive,energy,within,highly,suggest,one,month,trial,basis,dropping,60,year,allows,get,feel,app,offer,sense,style,teachers,goal,app,variety,courses,reason,writing,review,almost,every,topic,wanted,go,see,therapist,trying,first,cuz,way,cheaper,always,working,self-,betterment,honestly,great,app,everyone,include,lives,meditations,short,5min,others,last,15-20,get,choose,want,fits,schedule,personally,mine,right,wake,starts,day,good,focused,controlled,mood,try,reason,not,give,app,5,started,using,not,completed,full,course,yet,100,sure,ability,actually,create,shift,looking"
Mental Health,waking-up-guided-meditation,Free Will,1/4/2021 1:42,Goin broke,"i find the arguments of causality on the topic totally intriguingso much so that i am drawn to listen over and over for reasons that i understand reside as appearances in the universe.
thank you",,,,,,,,FALSE,5,,,15,"find,arguments,causality,topic,totally,intriguingso,much,drawn,listen,reasons,understand,reside,appearances,universe,thank"
Mental Health,dare-break-free-from-anxiety,Try it. Use it.,7/9/2022 13:34,Simply NaNa,let me start by saying that this program is great. but like everything in life it is 90% you and 10% the program. try it. use it. feel the difference.  peace!,"program, great, feel difference, peace",,effective,,,,,FALSE,5,,,16,"let,start,saying,program,great,like,everything,life,90,10,program,try,use,feel,difference,peace"
Mental Health,youper-therapy-self-care,sadly can't recommend it to people anymore,7/27/2021 9:51,littlepeachypricess,"lemme start by saying, i loved this app. i used it religiously from july 2018-august 2019 and it helped me get my bpd into remission when no therapist ever could help me. back then it was simple, straightforward and completely free. i used to recommend it to my friends constantly for how useful and simple it was. after i got my emotions under control i stopped using it for a while because i was doing better and felt like i didn't need it. 

recently my sister has been having some mental health problems similar to mine and i recommended it to her. she downloaded it and said she was basically locked out of almost all of the features unless she paid the $90/year premium, including goals which is something that used to be free and is very important for recovery. i was confused, because that's not the youper i know, so i went to check and saw a completely different app than what i was used to. i apologized to her because i didn't know any other free therapy apps and she had to go find another one herself. thankfully she found one that was good, i think it was called mindshift.

really disappointed to see that this small app basically grew into a large corporation that runs just for capital. the new features are good but, most people come to therapy apps because they can't afford regular treatment. some people, especially those who are disabled or living paycheck to paycheck can literally spare no expense. what i liked about youper was that it was easy, i'd take a simple, free app that runs off ad revenue over a complicated pay-by-the-month app with more features. would be one thing if it was a one-time purchase but it's not, and monthly payments start to add up fast. it is really nice that you guys seem to have given long-time users free premium, but that makes it difficult for me to recommend this app to any new users.

as a side note, why hasn't schizophrenia been added to the symptom-checker? i've been recommending it since 2018 and have yet to see it there. is there some specific reason like because it's harder to diagnose/track symptoms or what?","back then, simple, straightforward, completely free, recommend, friends, constantly, useful","locked out, unless, paid, premium, goals, used to be free, important for recovery, confused, not I know, want to check, completely different app,  disappointed, small app, large corporation, runs for capital, new features good, most people, not afford, regular treatment, ",usable,"affordable, reliable",mindshift,,,FALSE,1,,,179,"lem,start,saying,loved,app,used,religiously,july,2018-august,2019,helped,get,bpd,remission,therapist,ever,could,help,back,simple,straightforward,completely,free,used,recommend,friends,constantly,useful,simple,got,emotions,control,stopped,using,better,felt,like,not,need,recently,sister,mental,health,problems,similar,mine,recommended,downloaded,said,basically,locked,almost,features,unless,paid,90/year,premium,including,goals,something,used,free,important,recovery,confused,youper,know,went,check,saw,completely,different,app,used,apologized,not,know,free,therapy,apps,go,find,another,one,thankfully,found,one,good,think,called,mindshift,really,disappointed,see,small,app,basically,grew,large,corporation,runs,capital,new,features,good,people,come,therapy,apps,ca,not,afford,regular,treatment,people,especially,disabled,living,paycheck,paycheck,literally,spare,expense,liked,youper,easy,take,simple,free,app,runs,ad,revenue,complicated,pay-by-the-month,app,features,would,one,thing,one-time,purchase,monthly,payments,start,add,fast,really,nice,guys,seem,given,long-time,users,free,premium,makes,difficult,recommend,app,new,users,side,note,not,schizophrenia,added,symptom-checker,recommending,since,2018,yet,see,specific,reason,like,harder,diagnose/track,symptoms"
Mental Health,betterhelp-online-counseling,Better help Counseling,3/7/2022 16:51,Chlynka,i like the way the sessions are structured. i feel that this program and my assigned therapist will be a good fit.,,,,,,,,FALSE,5,,,10,"like,way,sessions,structured,feel,program,assigned,therapist,good,fit"
Mental Health,calm-sleep-meditation,Great app.,6/14/2022 2:34,YogaBSpins,"we've been using calm for over a year, mostly to help our son and daughter wind down for bedtime. we listen to sleep stories every night. we would love more new childrens sleep stories! the classics are great, and the people who read the stories are well
picked.","wind down, bedtime, listen, sleep stores, love more, children sleep stories, classics, great, people read, well picked",,effective,,,,,FALSE,5,,,27,"using,calm,year,mostly,help,son,daughter,wind,bedtime,listen,sleep,stories,every,night,would,love,new,childrens,sleep,stories,classics,great,people,read,stories,well,picked"
Mental Health,shine-calm-anxiety-stress,"Captions are nice, but seem robotic without audio",1/13/2022 19:09,No GRE required,"is there a way to change the captions to carry the tone of the audio? i know this would take a lot of work and even animation, so it might not be even doable. if not, could a slow scroll be at least be used, rather than having each line jerk up?",,,,,,,,FALSE,3,,,24,"way,change,captions,carry,tone,audio,know,would,take,lot,work,even,animation,might,even,doable,could,slow,scroll,least,used,rather,line,jerk"
Mental Health,regain-couples-therapy,Excellent app,1/11/2022 3:16,kspence13,"it's emea sy to correspond with therapists, send materials back and forth, and schedule. you do have to email to do anything on payments (freezing, skipping a week, etc) but they have quick responses. it can only share video of two (therapist & one participating individual computer) at a time, so when my partner is traveling, we have to call each other over zoom and then join the regain call. therapist can only see me, but can hear my partner and my partner can see/hear both the therapist and myself. so while it would be a nice update to have more than one participating computer at a time, i think it's a rare scenario for the overall customer segment and we can work around it. overall, great app.","easy to correspond, send materials, back and forth, schedule, email payments, quick responses",,usable,,,,,FALSE,5,,,59,"emea,sy,correspond,therapists,send,materials,back,forth,schedule,email,anything,payments,freezing,skipping,week,etc,quick,responses,share,video,two,therapist,one,participating,individual,computer,time,partner,traveling,call,zoom,join,regain,call,therapist,see,hear,partner,partner,see/hear,therapist,would,nice,update,one,participating,computer,time,think,rare,scenario,overall,customer,segment,work,around,overall,great,app"
Mental Health,dare-break-free-from-anxiety,A life boat,1/29/2021 3:26,BingosBones,"this app has changed the trajectory of my life, i am eternally grateful for the perspective it's given me.","changed trajectory, ",,effective,,,,,FALSE,5,,,8,"app,changed,trajectory,life,eternally,grateful,perspective,given"
Mental Health,dare-break-free-from-anxiety,Life changing,1/18/2022 12:07,Jash017,"dare is the answer you need to realize the power to overcome is in you! 
the app is such an incredible tool to help you stay the course and is so well laid out. incredibly intuitive and i'm very thankful for its offerings.
well done dare team!","incredible tool, help stay course, well laid out, intuitive",,usable,,,,,FALSE,5,,,22,"dare,answer,need,realize,power,overcome,app,incredible,tool,help,stay,course,well,laid,incredibly,intuitive,thankful,offerings,well,done,dare,team"
Mental Health,calm-sleep-meditation,Really don't like Tamara Levitt's voice!,2/24/2022 15:42,Jrwlpc,"while i recognize that many people undoubtedly like tamara's voice, i find it incredibly annoying and new age woo woo. i wish there were more male voices available as the app is robust with many great features. i bought a discounted yearly subscription to try to make myself get used to tamara's voice. but, instead, i continue to return to my balance app where i have multiple choices of voices for all the features, not just some. i look forward to the day when i can use all of calm's features without having to listen to tamara.","voice, annoying, wish, more male voices, available, app, robust, great features, bought, discounted, yearly subscription, ",,effective,,,,,FALSE,3,,,51,"recognize,many,people,undoubtedly,like,tamara,voice,find,incredibly,annoying,new,age,woo,woo,wish,male,voices,available,app,robust,many,great,features,bought,discounted,yearly,subscription,try,make,get,used,tamara,voice,instead,continue,return,balance,app,multiple,choices,voices,features,look,forward,day,use,calm,features,without,listen,tamara"
Mental Health,whats-up-a-mental-health-app,YOU NEED THIS,12/18/2020 20:58,Riyam Tota,"i was not feeling good today, but i downloaded this app and it made me a whole lot better. it made my day! 
to the developer: thank you so much! you really are saving lives out here by just creating this app.","not feeling good, downloaded app, made whole lot better, made day, saving lives",,effective,,,,,FALSE,5,,,19,"feeling,good,today,downloaded,app,made,whole,lot,better,made,day,developer,thank,much,really,saving,lives,creating,app"
Mental Health,insight-timer-meditation-app,Profound,12/13/2020 14:06,namastebreath,i came to work feeling anxious and teary and desperately searching for some calm and solace. this breathing meditation was simple and very effective. wow,"simple, effective",,"usable, effective",,,,,FALSE,5,,,14,"came,work,feeling,anxious,teary,desperately,searching,calm,solace,breathing,meditation,simple,effective,wow"
Mental Health,happify-for-stress-worry,I can't log in,12/20/2021 23:53,Tricksee89,"i was able to sign up through my insurance on a desktop. i downloaded the app and it won't let me log in and it won't let me reset the password. i'm able to get a password reset link but it just directs me to download the already downloaded app. i haven't even been able to use it and i can't find any contact information to help resolve this issue, hence why i'm writing this review. if this is fixed soon i'll just delete and try another app.",,"able to, signup, through, insurance, downloaded app, not let , login, not let reset, able to get, password reset link, just directs, downloaded app, not able to use, not find contact information, resolve issue,",,"reliable, customer service",,,,FALSE,1,contact info,1,46,"able,sign,insurance,desktop,downloaded,app,wo,not,let,log,wo,not,let,reset,password,able,get,password,reset,link,directs,download,already,downloaded,app,not,even,able,use,ca,not,find,contact,information,help,resolve,issue,hence,writing,review,fixed,soon,delete,try,another,app"
